Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,217,779
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,1772,2347
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,11P,11P
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,15,682
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1047,1047
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,OPEN,Gender-Neutral,3424,4718
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,OPEN,Female-only (including S,8821,9292
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,OPEN (PwD),Gender-Neutral,219P,219P
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,EWS,Gender-Neutral,935,1060
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,EWS,Female-only (including S,2019,2019
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,OBC-NCL,Gender-Neutral,1601,2716
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,OBC-NCL,Female-only (including S,5701,5973
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,SC,Gender-Neutral,622,1267
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,SC,Female-only (including S,1874,1874
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,ST,Gender-Neutral,680,830
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technolog",AI,ST,Female-only (including S,1587,1587
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,OPEN,Gender-Neutral,1042,1726
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,OPEN,Female-only (including S,3258,4762
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,OPEN (PwD),Gender-Neutral,63,63
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,EWS,Gender-Neutral,279,303
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,EWS,Female-only (including S,706,706
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,OBC-NCL,Gender-Neutral,401,1196
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,OBC-NCL,Female-only (including S,2881,3817
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,SC,Gender-Neutral,588,999
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,SC,Female-only (including S,1052,1052
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,ST,Gender-Neutral,323,351
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Te",AI,ST,Female-only (including S,1404,1404
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,666,1685
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,1662,4444
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,78,152
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,164,367
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,968,1319
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,32P,32P
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,462,958
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,1265,2722
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (Pw,Gender-Neutral,19P,23P
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,191,476
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,142,1066
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,61,309
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,466,516
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,OPEN,Gender-Neutral,2690,4193
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,OPEN,Female-only (including S,6870,8491
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,OPEN (PwD),Gender-Neutral,249P,263P
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,EWS,Gender-Neutral,624,907
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,EWS,Female-only (including S,1585,1723
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,OBC-NCL,Gender-Neutral,1439,2207
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,OBC-NCL,Female-only (including S,3446,5594
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,SC,Gender-Neutral,901,1369
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,SC,Female-only (including S,1500,2276
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,ST,Gender-Neutral,514,641
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Te",AI,ST,Female-only (including S,1154,1251
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7482,10842
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,14742,18004
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1590,1854
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3230,3230
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3195,4693
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,7596,8700
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2375,2569
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4116,4116
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1394,1400
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Techn",AI,OPEN,Gender-Neutral,12859,14440
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Techn",AI,OPEN,Female-only (including S,21058,23252
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Techn",AI,EWS,Gender-Neutral,2113,2174
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Techn",AI,EWS,Female-only (including S,3969,3969
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Techn",AI,OBC-NCL,Gender-Neutral,5151,5543
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Techn",AI,OBC-NCL,Female-only (including S,8998,8998
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Techn",AI,SC,Gender-Neutral,2787,3050
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Techn",AI,SC,Female-only (including S,4427,4427
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Techn",AI,ST,Gender-Neutral,1416,1453
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,OPEN,Gender-Neutral,3634,4089
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,OPEN,Female-only (including S,7453,7886
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,EWS,Gender-Neutral,671,679
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,EWS,Female-only (including S,1517,1517
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,OBC-NCL,Gender-Neutral,1441,1767
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,OBC-NCL,Female-only (including S,3788,4641
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,OBC-NCL (Pw,Gender-Neutral,118P,118P
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,SC,Gender-Neutral,904,1086
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,SC,Female-only (including S,1940,1940
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology",AI,ST,Gender-Neutral,621,678
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4694,6643
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,11035,12194
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,969,1093
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,2281,2281
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2377,2943
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,6343,6353
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1531,1751
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,3907,3907
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1084,1096
Indian Institute of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11233,14239
Indian Institute of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,20007,21077
Indian Institute of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2124,2215
Indian Institute of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,4493,4493
Indian Institute of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5184,5698
Indian Institute of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2614,3144
Indian Institute of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4590,4590
Indian Institute of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1331,1502
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,12900,16430
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including S,23662,23698
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,2353,2487
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,EWS,Female-only (including S,4093,4093
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,5803,6034
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,3170,3198
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,SC,Female-only (including S,4482,4482
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1493,1529
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9968,12562
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including S,20688,22150
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1796,1953
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including S,3738,3738
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4238,4726
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including S,8450,9050
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2311,2546
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including S,4406,4406
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,717,795
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including S,1526,1526
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1803,3118
